Name,Date,Transecto,Ponto,Aux3,Aux4,Aux5,Row,Column,Label
I1_TR1_2.JPG,2023-11-21,1,I1,,,,619,935,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,738,944,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,603,1048,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,546,1019,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,605,1071,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,607,836,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,900,163,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,825,511,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,913,676,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,1126,266,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,1286,528,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,1102,732,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,1283,569,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,1190,1012,O
I1_TR1_2.JPG,2023-11-21,1,I1,,,,1274,1335,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,225,61,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,236,231,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,3,292,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,176,703,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,80,622,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,72,1125,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,88,1270,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,172,1037,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,153,1134,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,462,217,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,387,0,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,430,333,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,383,270,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,473,640,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,654,159,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,535,419,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,546,403,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,625,417,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,502,584,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,683,995,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,551,1278,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,893,103,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,940,816,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,1017,361,Sarcoth
I1_TR1_3.JPG,2023-11-21,1,I1,,,,988,470,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,1078,588,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,1090,667,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,1079,797,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,1102,800,O
I1_TR1_3.JPG,2023-11-21,1,I1,,,,1046,1092,Sarcoth
I1_TR1_4.JPG,2023-11-21,1,I1,,,,15,379,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,64,360,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,33,624,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,75,1040,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,381,355,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,326,562,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,428,479,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,424,527,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,304,903,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,268,685,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,356,997,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,345,920,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,415,1044,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,284,1102,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,607,70,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,498,162,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,598,494,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,674,574,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,476,463,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,794,42,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,793,55,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,691,492,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,680,706,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,828,1017,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,1056,107,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,986,243,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,1093,640,Sarcoth
I1_TR1_4.JPG,2023-11-21,1,I1,,,,1065,823,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,912,816,O
I1_TR1_4.JPG,2023-11-21,1,I1,,,,1104,1122,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,221,124,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,246,169,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,119,247,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,285,769,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,274,1080,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,51,993,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,10,1069,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,63,1401,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,512,383,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,320,560,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,306,476,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,334,658,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,506,1262,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,723,46,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,670,846,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,880,857,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,900,1487,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,623,1265,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,979,284,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,912,273,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,911,83,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,983,185,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,950,623,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1057,986,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1045,1154,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1492,224,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1243,33,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1457,777,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1297,749,O
I1_TR1_5.JPG,2023-11-21,1,I1,,,,1243,1077,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,42,103,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,79,318,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,89,398,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,29,432,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,135,1086,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,115,1114,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,133,1040,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,20,1371,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,554,599,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,415,1222,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,528,1597,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,626,266,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,835,21,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,729,177,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,805,436,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,852,661,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,824,1085,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1059,248,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1114,309,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,986,364,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1011,702,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1061,1275,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,941,1563,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1192,16,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1454,627,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1398,852,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1337,768,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1214,792,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1345,1359,O
I1_TR1_6.JPG,2023-11-21,1,I1,,,,1236,1411,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,21,231,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,139,267,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,130,43,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,282,140,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,480,873,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,446,679,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,338,616,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,478,981,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,403,1346,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,692,194,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,807,362,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,655,529,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,589,867,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,788,1062,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,855,50,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1044,480,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,895,321,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1026,1445,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1094,1373,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,944,1334,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,998,1328,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1353,94,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1238,437,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1282,642,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1311,633,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1320,1062,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1103,1199,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1294,1290,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1148,1197,O
I1_TR1_7.JPG,2023-11-21,1,I1,,,,1304,1323,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,267,104,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,34,1344,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,410,56,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,389,385,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,432,528,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,389,432,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,540,609,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,362,604,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,318,744,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,357,1171,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,750,149,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,611,65,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,703,62,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,840,918,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,792,897,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,660,1222,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,677,1105,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,679,1383,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,922,156,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,865,204,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,890,270,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1094,492,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,957,1156,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1089,1003,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1130,1314,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1418,397,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1285,602,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1406,840,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1310,739,O
I1_TR1_8.JPG,2023-11-21,1,I1,,,,1262,1134,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,287,594,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,316,733,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,290,1484,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,483,161,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,334,1133,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,554,1112,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,328,1569,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,854,533,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,760,941,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,845,677,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,691,927,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,712,1035,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,787,1045,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,921,1129,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1206,349,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1179,910,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,967,860,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1128,1140,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1188,1148,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,998,1076,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1233,1348,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1516,301,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1300,531,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1457,824,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1276,634,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1455,726,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1302,1007,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1569,1347,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1537,1353,O
I1_TR1_9.JPG,2023-11-21,1,I1,,,,1319,1278,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,21,91,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,117,109,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,122,556,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,81,451,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,165,378,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,241,1053,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,409,126,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,388,40,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,569,415,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,471,437,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,358,513,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,513,296,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,555,986,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,463,930,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,530,997,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,376,1161,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,750,941,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,659,1418,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,989,168,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,887,55,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1076,581,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,912,1008,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1131,921,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1002,1261,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1330,170,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1432,374,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1366,584,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1400,860,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1183,1200,O
I1_TR2_10.JPG,2023-11-21,2,I1,,,,1195,1186,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,158,445,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,9,717,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,148,1107,Sarcoth
I1_TR2_1.JPG,2023-11-21,2,I1,,,,151,1249,Sarcoth
I1_TR2_1.JPG,2023-11-21,2,I1,,,,460,535,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,402,1329,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,608,1691,Sarcoth
I1_TR2_1.JPG,2023-11-21,2,I1,,,,459,1568,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,531,1509,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,941,117,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,691,989,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,968,786,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,721,700,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,975,1030,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,743,1305,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,941,1243,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,984,1471,Sarcoth
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1154,210,Sarcoth
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1213,516,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1053,719,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1120,1315,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1098,1194,Sarcoth
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1153,1404,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1369,159,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1376,514,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1578,652,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1588,569,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1508,1199,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1571,1061,O
I1_TR2_1.JPG,2023-11-21,2,I1,,,,1564,1638,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,217,475,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,163,606,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,452,176,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,482,20,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,547,244,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,339,492,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,502,431,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,570,607,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,528,876,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,455,955,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,367,1155,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,475,1300,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,334,1475,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,402,1416,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,538,1205,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,326,1462,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,680,297,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,753,708,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1123,430,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1125,1040,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1114,1141,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1011,994,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,905,981,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1336,581,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1256,536,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1446,351,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1427,803,Sarcoth
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1253,1243,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1400,1467,O
I1_TR2_2.JPG,2023-11-21,2,I1,,,,1237,1442,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,99,353,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,59,1072,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,279,225,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,278,483,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,421,729,Sarcoth
I1_TR2_3.JPG,2023-11-21,2,I1,,,,354,878,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,318,1021,O
I1_TR2_3.JPG,2023-11-21,2,I1,,,,374,880,O
